first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Linda,,Grant,,Still Here,,,"Alix, arrogant, middle-aged and angry comes home to the derelict port of Liverpool as her mother lies dying. Irritably resigned to living alone for the rest of her life she suddenly finds herself erotically attracted to a stranger. Joseph is an American architect who has come to the city to build a hotel. Refusing to accept that his wife has left him or the trauma of a war he once fought in, the question is whether these survivors of the battles of the Seventies are meant for each other or not. And what happened to a factory in Dresden which long ago made the perfect face cream . . .",1,Abacus,2003-04-03,384,0349116164,9780349116167,"psychological fiction,relationships"
Alex,,Gray,,Never Somewhere Else,DCI Lorimer,1,"When three young women are discovered strangled and mutilated in a Glasgow park, it is up to DCI Lorimer to find their killer. Frustrated by a lack of progress in the investigation, Lorimer is forced to enlist the services of Dr Solomon Brightman, psychologist and criminal profiler. Together they form an uneasy alliance.

But when a homeless man is brought in for questioning the investigation takes a bizarre turn. Soon Lorimer has to scratch the surface of the polished Glasgow art world and reveal the dark layers hidden beneath...",1,Sphere,2009-09-03,320,0751542911,9780751542912,"crime,mystery,police procedural"
Jane,,Green,,Jemima J,,,"Jemima Jones is overweight. About seven stone overweight.

Treated like a slave by her thin and bitchy flatmates, lorded over at the Kilburn Herald by the beautiful Geraldine (less talented, but better paid), her only consolation is food. What with that and her passion for her charming, sexy colleague Ben, she knows her life needs changing.

But can Jemima reinvent herself? And should she?

Jemima J. is a brilliantly funny, honest novel about ugly ducklings and swans, attraction, addiction and the meaning of true love.",1,Penguin,1998-08-06,464,0140276904,9780140276909,"chick lit,contemporary,humour,romance"
Jane,,Green,,"Accidental Husband, The",,,"Jane Green's The Accidental Husband is a powerful story about two women connected by an earth-shattering secret.

Maggie and Sylvie are perfect strangers: two very different women, living very different lives on opposite coasts. But they share more in common than they could ever imagine.",1,Penguin,2013-03-14,416,0718157559,9780718157555,chick lit
Jane,,Green,,Life Swap,,,"From the outside, Vicky Townsley would appear to have it all. Features Director of the hugely successful Poise! magazine, she lives alone in London, is single and seriously successful. But she'd give it all up in a heartbeat for marriage, children, and a house in the country. Amber Winslow on the other hand, has exactly what Vicky Townsley wants; a huge stone mansion in Connecticut, children and a busy charitable commitment for the local Women's League. But Amber isn't happy either. She hasn't found quite the fulfilment she had expected from being a full-time wife and mother, so when she spots a double page spread in Poise! magazine asking married readers to life swap with a glamorous, single journalist in London, she sits down and writes a letter. But she never expects to be picked...",1,Penguin,2006-04-13,480,0141021721,9780141021720,chick lit
Jane,,Green,,Second Chance,,,"Holly Macintosh is sitting round her kitchen table with her oldest friends friends she hasn t seen since school - now reunited by an unexpected tragedy and catching up on the past 20 years. On the surface, they are all successful and happy. But scratch a little deeper after that extra glass of wine and it s not quite so straightforward: Paul and Anna are struggling to have a baby, Saffron the actress is still waiting for that really big break that at 39 is looking less and less likely, and Olivia, always the wallflower of the group, is newly single and mourning her lost love. And what about Holly Mac? Can she and her husband Marcus get their marriage back on track for the sake of the children? Or has someone just come back into her life who will change everything forever?",1,Penguin,2008-06-12,464,0014102173,9780141021737,chick lit
Vanessa,,Greene,,"Seafront Tea Rooms, The",,,"The Seafront Tearoom is an insider secret in small-town Scarborough – a beach-front haven with the best tea and cakes in town – and journalist Charlie Harrison would love to put it on the map with a feature in her magazine. But single mom Kat Murray doesn't want to see her favorite sanctuary overrun by tourists, and begs Charlie to seek out other options. She offers her help, as a “tea obsessive,” and so does French au pair Séraphine Moreau, whose upbringing makes her a connoisseur of everything sweet and indulgent.

Together the three women will scour the countryside for quaint hideaways and hidden gems, sharing along the way their secrets, disappointments, and dreams – and discovering that friendship, like tea, takes time to steep. But learning too that once you open your heart, the possibilities are endless.",1,Sphere,2014-10-09,416,0751552232,9780751552232,"chick lit,food and drink,relationships,romance"
Philippa,,Gregory,,Lady of the Rivers,The Plantagenet and Tudor Novels,1,"The Lady of the Rivers tells the story of Jacquetta, daughter of the Count of Luxembourg, and kinswoman to half the royalty of Europe, who was married to the great Englishman John, Duke of Bedford, uncle to Henry VI. Widowed at the age of nineteen she took the extraordinary risk of marrying a gentleman of her house­hold for love, and then carved out a life for herself as Queen Margaret of Anjou's close friend and a Lancaster supporter - until the day that her daughter Elizabeth Woodville fell in love and married the rival king Edward IV. Of all the little-known but important women of the period, her dramatic story is the most neglected. With her links to Melusina, and to the founder of the house of Luxembourg together with her reputation for making magic, she is a most haunting heroine.",1,Simon & Schuster UK,2011-09-15,544,1847394663,9781847394668,"historical fiction,romance"
Philippa,,Gregory,,"White Queen, The",,,"Elizabeth Woodville is a woman of extraordinary beauty and ambition. Her mother is Jacquetta, also known as the mystical lady of the rivers, and she is even more determined to bring power and wealth to the family line. While riding in the woods one day, Elizabeth captures the attentions of the newly crowned King Edward IV and, despite her common upbringing, marries him in secret.

When she is raised up to be his queen, the English court is outraged, but Elizabeth rises to the demands of her exalted position and fights for her family’s dominance. Yet despite her best efforts, and even with the help of her mother’s powers, her two sons become pawns in a famous unsolved mystery that has confounded historians for centuries: the lost princes in the Tower of London.",1,Pocket Books,2010-04-15,400,1847394647,9781847394644,"adapted to screen,historical fiction,romance"
Philippa,,Gregory,,"Kingmaker's Daughter, The",,,"In this New York Times bestseller that inspired the critically acclaimed Starz miniseries The White Queen, Philippa Gregory tells the tale of Anne Neville, a beautiful young woman who must navigate the treachery of the English court as her father, known as the Kingmaker, uses her and her sister as pawns in his political game.

The Kingmaker’s Daughter—Philippa Gregory’s first sister story since The Other Boleyn Girl—is the gripping tale of the daughters of the man known as the Kingmaker, Richard Neville, Earl of Warwick: the most powerful magnate in fifteenth-century England. Without a son and heir, he uses his daughters, Anne and Isabel, as pawns in his political games, and they grow up to be influential players in their own right.

At the court of Edward IV and his beautiful queen, Elizabeth Woodville, Anne grows from a delightful child to become ever more fearful and desperate when her father makes war on his former friends. Married at age fourteen, she is soon left widowed and fatherless, her mother in sanctuary and her sister married to the enemy. Anne manages her own escape by marrying Richard, Duke of Gloucester, but her choice will set her on a collision course with the overwhelming power of the royal family.",1,Simon & Schuster,,,147116103X,9781471161032,"adapted to screen,historical fiction,romance"
